FingerPrint,Week,Iteration,Unscheduled,Count ,,
4.28E+12,9,10018,0,1,,9
4.28025944560600E+12 Total,9,,,1,,9
4.29E+12,9,11396,2,1,,9
4.28922657845600E+12 Total,9,,,1,,9
4.29E+12,9,1421,2,1,,9
4.29051011032300E+12 Total,9,,,1,,9
4.29E+12,9,13094,2,1,,9
4.29316204098900E+12 Total,9,,,1,,9
4.29E+12,9,11397,0,1,,9
4.29407828268800E+12 Total,9,,,1,,9
4.29E+12,9,1424,2,1,,9
4.29416722619500E+12 Total,9,,,1,,9
4.30E+12,9,6977,2,1,,9
4.29562267239800E+12 Total,9,,,1,,9
4.30E+12,9,1427,0,1,,9
4.29788219080900E+12 Total,9,,,1,,9
4.30E+12,9,10014,2,1,,9
4.29984541019800E+12 Total,9,,,1,,9
4.31E+12,9,7802,0,1,,9
4.30841748447500E+12 Total,9,,,1,,9
4.31E+12,9,19862,2,1,,9
4.31391542671900E+12 Total,9,,,1,,9
4.31E+12,9,18362,0,1,,9
4.31406463237400E+12 Total,9,,,1,,9
4.32E+12,9,6980,2,1,,9
4.31500622090600E+12 Total,9,,,1,,9
4.32E+12,9,1422,2,1,,9
4.31706743826700E+12 Total,9,,,1,,9
4.32E+12,9,13096,2,1,,9
4.31828168454300E+12 Total,9,,,1,,9
4.32E+12,9,5333,0,1,,9
4.32214431611600E+12 Total,9,,,1,,9
4.32E+12,9,11,0,1,,9
4.32405088720000E+12 Total,9,,,1,,9
4.33E+12,9,13091,2,1,,9
4.32935351009400E+12 Total,9,,,1,,9
4.33E+12,9,4581,2,1,,9
4.33004884691700E+12 Total,9,,,1,,9
4.33E+12,9,13090,2,1,,9
4.33132092547500E+12 Total,9,,,1,,9
4.34E+12,9,20702,0,1,,9
4.33567577675000E+12 Total,9,,,1,,9
4.34E+12,9,1425,2,1,,9
4.33655010285700E+12 Total,9,,,1,,9
4.34E+12,9,15240,2,1,,9
4.33930246961500E+12 Total,9,,,1,,9
4.34E+12,9,13092,2,1,,9
4.34068652266500E+12 Total,9,,,1,,9
4.34E+12,9,9276,0,1,,9
4.34096988771800E+12 Total,9,,,1,,9
4.34E+12,9,13093,2,1,,9
4.34126339433300E+12 Total,9,,,1,,9
4.34E+12,9,6981,0,1,,9
4.34386847091800E+12 Total,9,,,1,,9
4.35E+12,9,13095,2,1,,9
4.34667985577400E+12 Total,9,,,1,,9
4.35E+12,9,13097,2,1,,9
4.34682855613200E+12 Total,9,,,1,,9
4.35E+12,9,19861,2,1,,9
4.34697715864900E+12 Total,9,,,1,,9
4.35E+12,9,10015,2,1,,9
4.34702942419600E+12 Total,9,,,1,,9
4.35E+12,9,13098,0,1,,9
4.34868030072300E+12 Total,9,,,1,,9
4.35E+12,9,10741,2,1,,9
4.34954415049000E+12 Total,9,,,1,,9
4.36E+12,9,14528,2,1,,9
4.35940954089000E+12 Total,9,,,1,,9
4.36E+12,9,2128,0,1,,9
4.36094922657300E+12 Total,9,,,1,,9
4.36E+12,8,16794,2,1,,8
4.36250367653100E+12 Total,8,,,1,,8
4.36E+12,9,10742,0,1,,9
4.36257937815100E+12 Total,9,,,1,,9
4.36E+12,8,16795,2,1,,8
4.36316177489900E+12 Total,8,,,1,,8
4.38E+12,9,4580,2,1,,9
4.37764420897500E+12 Total,9,,,1,,9
4.38E+12,9,3823,2,1,,9
4.38229283439000E+12 Total,9,,,1,,9
4.39E+12,9,8580,0,1,,9
4.38958455097500E+12 Total,9,,,1,,9
4.39E+12,9,19863,0,1,,9
4.39208460918100E+12 Total,9,,,1,,9
4.40E+12,9,12343,2,1,,9
4.40000260878600E+12 Total,9,,,1,,9
4.41E+12,9,15242,0,1,,9
4.41399082816900E+12 Total,9,,,1,,9
4.42E+12,8,13805,0,1,,8
4.41708552256100E+12 Total,8,,,1,,8
4.42E+12,9,3824,0,1,,9
4.41966489490200E+12 Total,9,,,1,,9
4.42E+12,9,12344,2,1,,9
4.42270214513100E+12 Total,9,,,1,,9
4.42E+12,9,15241,2,1,,9
4.42401560589700E+12 Total,9,,,1,,9
4.43E+12,9,4582,0,1,,9
4.42646544101700E+12 Total,9,,,1,,9
4.43E+12,9,14529,0,1,,9
4.42863740696100E+12 Total,9,,,1,,9
4.44E+12,9,19079,0,1,,9
4.43568882596200E+12 Total,9,,,1,,9
4.44E+12,8,16796,0,1,,8
4.43684542116300E+12 Total,8,,,1,,8
4.45E+12,9,12345,2,1,,9
4.45297150308600E+12 Total,9,,,1,,9
4.46E+12,9,12346,2,1,,9
4.45752087763500E+12 Total,9,,,1,,9
4.46E+12,9,12347,2,1,,9
4.46161294738800E+12 Total,9,,,1,,9
4.47E+12,8,2967,2,1,,8
4.46605845636500E+12 Total,8,,,1,,8
4.47E+12,8,22075,2,1,,8
4.47070600419600E+12 Total,8,,,1,,8
4.48E+12,9,12342,2,1,,9
4.47504302282400E+12 Total,9,,,1,,9
4.48E+12,8,11399,2,1,,8
4.47506799088000E+12 Total,8,,,1,,8
4.48E+12,8,10019,4,1,,8
4.47783484481400E+12 Total,8,,,1,,8
4.49E+12,9,12341,2,1,,9
4.48572086397000E+12 Total,9,,,1,,9
4.49E+12,9,16025,0,1,,9
4.48669185576000E+12 Total,9,,,1,,9
4.49E+12,8,10020,2,1,,8
4.48811942719000E+12 Total,8,,,1,,8
4.49E+12,9,16024,2,1,,9
4.49242381869000E+12 Total,9,,,1,,9
4.50E+12,8,10021,2,1,,8
4.49734418277400E+12 Total,8,,,1,,8
4.50E+12,8,22076,0,1,,8
4.49897972915600E+12 Total,8,,,1,,8
4.50E+12,9,12348,0,1,,9
4.49923964497200E+12 Total,9,,,1,,9
4.51E+12,8,18365,2,1,,8
4.50534301712600E+12 Total,8,,,1,,8
4.51E+12,8,17550,2,1,,8
4.51475711648500E+12 Total,8,,,1,,8
4.52E+12,8,17548,2,1,,8
4.52146933362900E+12 Total,8,,,1,,8
4.52E+12,8,17546,2,1,,8
4.52227221874100E+12 Total,8,,,1,,8
4.52E+12,8,17555,2,1,,8
4.52358363202100E+12 Total,8,,,1,,8
4.53E+12,8,18366,0,1,,8
4.52641871923800E+12 Total,8,,,1,,8
4.53E+12,8,17549,2,1,,8
4.53126233963700E+12 Total,8,,,1,,8
4.53E+12,8,17554,2,1,,8
4.53458494758900E+12 Total,8,,,1,,8
4.54E+12,8,18363,2,1,,8
4.53772341170200E+12 Total,8,,,1,,8
4.54E+12,8,10023,0,1,,8
4.53962679682200E+12 Total,8,,,1,,8
4.54E+12,8,21382,0,1,,8
4.54396083140000E+12 Total,8,,,1,,8
4.55E+12,8,10022,2,1,,8
4.54647357186200E+12 Total,8,,,1,,8
4.55E+12,8,2968,0,1,,8
4.55076604478100E+12 Total,8,,,1,,8
4.55E+12,8,11400,0,1,,8
4.55094158283200E+12 Total,8,,,1,,8
4.55E+12,8,11398,2,1,,8
4.55268335108800E+12 Total,8,,,1,,8
4.55E+12,8,1428,0,1,,8
4.55280485469700E+12 Total,8,,,1,,8
4.55E+12,8,20703,2,1,,8
4.55435582619800E+12 Total,8,,,1,,8
4.56E+12,8,17545,4,1,,8
4.55530460864500E+12 Total,8,,,1,,8
4.56E+12,8,12,0,1,,8
4.55552697445600E+12 Total,8,,,1,,8
4.56E+12,8,17552,2,1,,8
4.55564220206900E+12 Total,8,,,1,,8
4.56E+12,8,17551,2,1,,8
4.56E+12,8,17553,2,1,,8
4.55827227552500E+12 Total,16,,,2,,8
4.56E+12,8,716,0,1,,8
4.56096113859600E+12 Total,8,,,1,,8
4.56E+12,8,17556,0,1,,8
4.56420435808500E+12 Total,8,,,1,,8
4.57E+12,8,6196,0,1,,8
4.56928560137100E+12 Total,8,,,1,,8
4.57E+12,8,13099,2,1,,8
4.57368439441900E+12 Total,8,,,1,,8
4.58E+12,8,13103,2,1,,8
4.57544653689100E+12 Total,8,,,1,,8
4.58E+12,8,18364,2,1,,8
4.57686587416600E+12 Total,8,,,1,,8
4.58E+12,8,20704,2,1,,8
4.57972819152600E+12 Total,8,,,1,,8
4.58E+12,8,13102,2,1,,8
4.57996597949100E+12 Total,8,,,1,,8
4.58E+12,8,7803,0,1,,8
4.58097380928300E+12 Total,8,,,1,,8
4.58E+12,8,20705,0,1,,8
4.58424733595000E+12 Total,8,,,1,,8
4.59E+12,8,17547,2,1,,8
4.58700494373300E+12 Total,8,,,1,,8
4.59E+12,8,13104,0,1,,8
4.58733971565900E+12 Total,8,,,1,,8
4.59E+12,8,9278,0,1,,8
4.58851503793400E+12 Total,8,,,1,,8
4.59E+12,8,9277,2,1,,8
4.59043088647800E+12 Total,8,,,1,,8
4.59E+12,8,13101,2,1,,8
4.59385915435500E+12 Total,8,,,1,,8
4.60E+12,7,13807,2,1,,7
4.59681216159000E+12 Total,7,,,1,,7
4.60E+12,8,13100,2,1,,8
4.59890996478700E+12 Total,8,,,1,,8
4.61E+12,8,5334,0,1,,8
4.60938223737200E+12 Total,8,,,1,,8
4.61E+12,7,13808,0,1,,7
4.61107595089200E+12 Total,7,,,1,,7
4.63E+12,8,19866,2,1,,8
4.62621782108500E+12 Total,8,,,1,,8
4.63E+12,8,3825,0,1,,8
4.63450512779000E+12 Total,8,,,1,,8
4.64E+12,8,8581,0,1,,8
4.63521268752700E+12 Total,8,,,1,,8
4.64E+12,8,19865,2,1,,8
4.63532921539700E+12 Total,8,,,1,,8
4.64E+12,8,2129,0,1,,8
4.63600967243700E+12 Total,8,,,1,,8
4.64E+12,8,10744,0,1,,8
4.63901477104700E+12 Total,8,,,1,,8
4.64E+12,7,16799,2,1,,7
4.64E+12,7,16801,2,1,,7
4.64105135979200E+12 Total,14,,,2,,7
4.64E+12,7,16797,2,1,,7
4.64110054217700E+12 Total,7,,,1,,7
4.64E+12,8,10743,2,1,,8
4.64235536186300E+12 Total,8,,,1,,8
4.64E+12,8,19867,2,1,,8
4.64373398072500E+12 Total,8,,,1,,8
4.66E+12,8,15243,0,1,,8
4.65864239520900E+12 Total,8,,,1,,8
4.66E+12,8,19864,2,1,,8
4.66045364701300E+12 Total,8,,,1,,8
4.66E+12,8,6982,0,1,,8
4.66252410498200E+12 Total,8,,,1,,8
4.67E+12,8,19080,2,1,,8
4.66849601049000E+12 Total,8,,,1,,8
4.67E+12,7,16798,2,1,,7
4.67E+12,7,16800,2,1,,7
4.67267584602100E+12 Total,14,,,2,,7
4.67E+12,7,13806,2,1,,7
4.67487378555200E+12 Total,7,,,1,,7
4.68E+12,8,19868,0,1,,8
4.67654908823700E+12 Total,8,,,1,,8
4.68E+12,7,16802,0,1,,7
4.68283022746100E+12 Total,7,,,1,,7
4.70E+12,7,22080,2,1,,7
4.69647302001800E+12 Total,7,,,1,,7
4.70E+12,7,22082,2,1,,7
4.69760946719700E+12 Total,7,,,1,,7
4.70E+12,8,4583,2,1,,8
4.70247954540900E+12 Total,8,,,1,,8
4.70E+12,7,22081,2,1,,7
4.70278069754800E+12 Total,7,,,1,,7
4.71E+12,7,22083,0,1,,7
4.70966476679600E+12 Total,7,,,1,,7
4.72E+12,8,19081,0,1,,8
4.71759418548200E+12 Total,8,,,1,,8
4.72E+12,8,14530,0,1,,8
4.72213294999300E+12 Total,8,,,1,,8
4.73E+12,7,10025,2,1,,7
4.72585208953700E+12 Total,7,,,1,,7
4.73E+12,7,10024,2,1,,7
4.72928432419600E+12 Total,7,,,1,,7
4.74E+12,7,18367,0,1,,7
4.73681714042900E+12 Total,7,,,1,,7
4.74E+12,8,16026,0,1,,8
4.73883302662400E+12 Total,8,,,1,,8
4.74E+12,7,22079,2,1,,7
4.73897775081100E+12 Total,7,,,1,,7
4.74E+12,7,21384,0,1,,7
4.74106198457900E+12 Total,7,,,1,,7
4.74E+12,7,10026,2,1,,7
4.74389544194800E+12 Total,7,,,1,,7
4.75E+12,7,1429,2,1,,7
4.74675501726400E+12 Total,7,,,1,,7
4.75E+12,7,6197,0,1,,7
4.74717489376300E+12 Total,7,,,1,,7
4.75E+12,7,17562,2,1,,7
4.75236437289000E+12 Total,7,,,1,,7
4.75E+12,8,4584,0,1,,8
4.75408744232100E+12 Total,8,,,1,,8
4.76E+12,7,22078,2,1,,7
4.75819848234100E+12 Total,7,,,1,,7
4.76E+12,7,21383,2,1,,7
4.76405915127500E+12 Total,7,,,1,,7
4.77E+12,7,17557,2,1,,7
4.76647997578300E+12 Total,7,,,1,,7
4.77E+12,7,13106,0,1,,7
4.76696187695100E+12 Total,7,,,1,,7
4.77E+12,7,13105,2,1,,7
4.76783663214000E+12 Total,7,,,1,,7
4.77E+12,7,17564,0,1,,7
4.76890714960900E+12 Total,7,,,1,,7
4.77E+12,7,17561,2,1,,7
4.77374463731300E+12 Total,7,,,1,,7
4.78E+12,7,22077,2,1,,7
4.77604477386700E+12 Total,7,,,1,,7
4.78E+12,6,13814,2,1,,6
4.77878303671200E+12 Total,6,,,1,,6
4.78E+12,7,10027,0,1,,7
4.78021457421000E+12 Total,7,,,1,,7
4.78E+12,7,1430,2,1,,7
4.78042556322900E+12 Total,7,,,1,,7
4.78E+12,7,17560,2,1,,7
4.78082360662300E+12 Total,7,,,1,,7
4.78E+12,7,719,2,1,,7
4.78139331516900E+12 Total,7,,,1,,7
4.79E+12,7,17559,2,1,,7
4.78614654345900E+12 Total,7,,,1,,7
4.79E+12,6,13812,2,1,,6
4.78696441200000E+12 Total,6,,,1,,6
4.79E+12,7,7804,2,1,,7
4.79158040222800E+12 Total,7,,,1,,7
4.79E+12,6,13811,2,1,,6
4.79203162833600E+12 Total,6,,,1,,6
4.79E+12,7,17558,2,1,,7
4.79280022931600E+12 Total,7,,,1,,7
4.80E+12,7,2969,0,1,,7
4.79516064486000E+12 Total,7,,,1,,7
4.80E+12,6,13813,2,1,,6
4.79824165548000E+12 Total,6,,,1,,6
4.80E+12,7,1431,0,1,,7
4.79874034990100E+12 Total,7,,,1,,7
4.80E+12,7,718,4,1,,7
4.79929740143900E+12 Total,7,,,1,,7
4.81E+12,7,5335,0,1,,7
4.80681512056500E+12 Total,7,,,1,,7
4.81E+12,7,7805,2,1,,7
4.80865694722400E+12 Total,7,,,1,,7
4.81E+12,7,2130,4,1,,7
4.80897129100800E+12 Total,7,,,1,,7
4.81E+12,7,13,0,1,,7
4.80953601416700E+12 Total,7,,,1,,7
4.81E+12,6,13810,2,1,,6
4.81276424484000E+12 Total,6,,,1,,6
4.81E+12,6,13809,2,1,,6
4.81494290918400E+12 Total,6,,,1,,6
4.82E+12,7,717,2,1,,7
4.81570718498300E+12 Total,7,,,1,,7
4.82E+12,8,12349,0,1,,8
4.81578189106000E+12 Total,8,,,1,,8
4.82E+12,6,16803,2,1,,6
4.82197364582300E+12 Total,6,,,1,,6
4.82E+12,6,13815,2,1,,6
4.82254071307200E+12 Total,6,,,1,,6
4.83E+12,6,13816,0,1,,6
4.82500109460000E+12 Total,6,,,1,,6
4.83E+12,7,3826,2,1,,7
4.82706850946500E+12 Total,7,,,1,,7
4.83E+12,7,17563,2,1,,7
4.82765922532700E+12 Total,7,,,1,,7
4.83E+12,7,20706,0,1,,7
4.82819619633600E+12 Total,7,,,1,,7
4.83E+12,7,720,0,1,,7
4.83139155081300E+12 Total,7,,,1,,7
4.83E+12,7,9279,0,1,,7
4.83450577461100E+12 Total,7,,,1,,7
4.83E+12,7,7806,0,1,,7
4.83459108369000E+12 Total,7,,,1,,7
4.84E+12,7,15245,2,1,,7
4.83523081827600E+12 Total,7,,,1,,7
4.84E+12,7,8582,0,1,,7
4.84013003454600E+12 Total,7,,,1,,7
4.85E+12,7,11401,0,1,,7
4.84521951663500E+12 Total,7,,,1,,7
4.85E+12,7,15246,0,1,,7
4.84643059542400E+12 Total,7,,,1,,7
4.85E+12,7,6984,0,1,,7
4.85465159459900E+12 Total,7,,,1,,7
4.86E+12,6,16804,0,1,,6
4.85556496681700E+12 Total,6,,,1,,6
4.86E+12,7,19875,0,1,,7
4.85756850828000E+12 Total,7,,,1,,7
4.86E+12,7,10746,2,1,,7
4.85764882766000E+12 Total,7,,,1,,7
4.86E+12,7,19872,2,1,,7
4.85966039175900E+12 Total,7,,,1,,7
4.86E+12,7,2131,0,1,,7
4.86124382899000E+12 Total,7,,,1,,7
4.86E+12,7,15244,2,1,,7
4.86297519226200E+12 Total,7,,,1,,7
4.86E+12,7,19873,2,1,,7
4.86433502318200E+12 Total,7,,,1,,7
4.87E+12,7,10749,0,1,,7
4.86602091104400E+12 Total,7,,,1,,7
4.87E+12,7,19869,2,1,,7
4.86645886021900E+12 Total,7,,,1,,7
4.87E+12,7,10747,4,1,,7
4.86890606485400E+12 Total,7,,,1,,7
4.87E+12,7,3827,2,1,,7
4.87098348575200E+12 Total,7,,,1,,7
4.88E+12,7,19870,2,1,,7
4.87522149066200E+12 Total,7,,,1,,7
4.88E+12,7,3828,0,1,,7
4.87820847619600E+12 Total,7,,,1,,7
4.88E+12,6,22084,2,1,,6
4.87859559807800E+12 Total,6,,,1,,6
4.88E+12,7,10748,2,1,,7
4.87919961946100E+12 Total,7,,,1,,7
4.88E+12,7,19874,2,1,,7
4.88240537964700E+12 Total,7,,,1,,7
4.89E+12,6,22085,0,1,,6
4.88661637791800E+12 Total,6,,,1,,6
4.89E+12,7,6983,1,1,,7
4.88936918881100E+12 Total,7,,,1,,7
4.89E+12,7,19095,0,1,,7
4.89443571425500E+12 Total,7,,,1,,7
4.90E+12,7,19082,1,1,,7
4.90194274888800E+12 Total,7,,,1,,7
4.90E+12,7,19093,1,1,,7
4.90462901291600E+12 Total,7,,,1,,7
4.91E+12,7,10745,2,1,,7
4.90772090071800E+12 Total,7,,,1,,7
4.91E+12,6,1432,2,1,,6
4.91146364857100E+12 Total,6,,,1,,6
4.91E+12,7,19871,2,1,,7
4.91384812707400E+12 Total,7,,,1,,7
4.91E+12,7,19090,1,1,,7
4.91415033733700E+12 Total,7,,,1,,7
4.92E+12,6,13108,0,1,,6
4.91955364306500E+12 Total,6,,,1,,6
4.92E+12,7,19088,1,1,,7
4.92147115190800E+12 Total,7,,,1,,7
4.92E+12,6,21386,2,1,,6
4.92154448150900E+12 Total,6,,,1,,6
4.92E+12,6,13134,0,1,,6
4.92406306288500E+12 Total,6,,,1,,6
4.93E+12,7,19091,1,1,,7
4.92630368574000E+12 Total,7,,,1,,7
4.93E+12,6,18368,0,1,,6
4.92687595570100E+12 Total,6,,,1,,6
4.93E+12,6,21385,2,1,,6
4.92730746822500E+12 Total,6,,,1,,6
4.93E+12,7,19085,1,1,,7
4.93338638952200E+12 Total,7,,,1,,7
4.94E+12,7,19092,1,1,,7
4.93535022347100E+12 Total,7,,,1,,7
4.94E+12,6,2971,2,1,,6
4.93780331322600E+12 Total,6,,,1,,6
4.94E+12,6,21387,2,1,,6
4.93837422588500E+12 Total,6,,,1,,6
4.94E+12,7,14531,0,1,,7
4.93886464334600E+12 Total,7,,,1,,7
4.94E+12,6,1433,2,1,,6
4.93958176390700E+12 Total,6,,,1,,6
4.94E+12,6,17567,2,1,,6
4.93988007315700E+12 Total,6,,,1,,6
4.94E+12,6,21388,0,1,,6
4.94276027975300E+12 Total,6,,,1,,6
4.95E+12,6,1434,2,1,,6
4.94600175061100E+12 Total,6,,,1,,6
4.95E+12,7,19094,2,1,,7
4.94719731462900E+12 Total,7,,,1,,7
4.95E+12,7,19083,1,1,,7
4.95071882978000E+12 Total,7,,,1,,7
4.95E+12,6,2970,2,1,,6
4.95192596147400E+12 Total,6,,,1,,6
4.96E+12,6,17572,2,1,,6
4.95867197366500E+12 Total,6,,,1,,6
4.96E+12,6,17571,4,1,,6
4.95979543349500E+12 Total,6,,,1,,6
4.96E+12,6,10028,2,1,,6
4.96130377277400E+12 Total,6,,,1,,6
4.96E+12,6,17568,2,1,,6
4.96318963858900E+12 Total,6,,,1,,6
4.96E+12,6,5347,0,1,,6
4.96337805139500E+12 Total,6,,,1,,6
4.96E+12,7,19084,1,1,,7
4.96E+12,7,19087,1,1,,7
4.96485012369100E+12 Total,14,,,2,,7
4.96E+12,6,17569,2,1,,6
4.96489689888100E+12 Total,6,,,1,,6
4.97E+12,6,5342,2,1,,6
4.96696881529500E+12 Total,6,,,1,,6
4.97E+12,7,19086,1,1,,7
4.96817588723000E+12 Total,7,,,1,,7
4.97E+12,6,6198,0,1,,6
4.96966508587300E+12 Total,6,,,1,,6
4.97E+12,6,17566,2,1,,6
4.97092310954500E+12 Total,6,,,1,,6
4.97E+12,7,19089,2,1,,7
4.97253591223500E+12 Total,7,,,1,,7
4.97E+12,6,803,2,1,,6
4.97276004330300E+12 Total,6,,,1,,6
4.97E+12,6,17573,2,1,,6
4.97278484084500E+12 Total,6,,,1,,6
4.98E+12,6,8598,2,1,,6
4.97722949819400E+12 Total,6,,,1,,6
4.98E+12,6,13107,2,1,,6
4.97803736381700E+12 Total,6,,,1,,6
4.98E+12,6,17574,2,1,,6
4.97876646674500E+12 Total,6,,,1,,6
4.98E+12,6,8590,2,1,,6
4.98109153008600E+12 Total,6,,,1,,6
4.98E+12,5,13830,0,1,,5
4.98328269195500E+12 Total,5,,,1,,5
4.98E+12,6,5343,2,1,,6
4.98380600318100E+12 Total,6,,,1,,6
4.99E+12,6,5338,2,1,,6
4.98593180328900E+12 Total,6,,,1,,6
4.99E+12,6,20710,2,1,,6
4.98799656936000E+12 Total,6,,,1,,6
4.99E+12,6,2972,2,1,,6
4.98821340936000E+12 Total,6,,,1,,6
4.99E+12,6,5340,2,1,,6
4.98887544515700E+12 Total,6,,,1,,6
4.99E+12,5,13823,4,1,,5
4.98921239128500E+12 Total,5,,,1,,5
4.99E+12,5,13827,2,1,,5
4.99059872914000E+12 Total,5,,,1,,5
4.99E+12,6,8585,4,1,,6
4.99120733021400E+12 Total,6,,,1,,6
4.99E+12,6,10029,0,1,,6
4.99141202717400E+12 Total,6,,,1,,6
4.99E+12,6,2973,2,1,,6
4.99143127313400E+12 Total,6,,,1,,6
4.99E+12,5,13824,2,1,,5
4.99167726573500E+12 Total,5,,,1,,5
4.99E+12,6,5339,2,1,,6
4.99168520171700E+12 Total,6,,,1,,6
4.99E+12,5,16805,4,1,,5
4.99183414967200E+12 Total,5,,,1,,5
4.99E+12,5,13821,2,1,,5
4.99197308224000E+12 Total,5,,,1,,5
4.99E+12,6,5344,2,1,,6
4.99282290011700E+12 Total,6,,,1,,6
4.99E+12,6,8584,4,1,,6
4.99E+12,6,8600,4,1,,6
4.99392668220600E+12 Total,12,,,2,,6
4.99E+12,6,749,0,1,,6
4.99442297964300E+12 Total,6,,,1,,6
4.99E+12,6,2974,2,1,,6
4.99444239080400E+12 Total,6,,,1,,6
5.00E+12,5,13825,2,1,,5
4.99704324348500E+12 Total,5,,,1,,5
5.00E+12,5,13822,2,1,,5
4.99757662331000E+12 Total,5,,,1,,5
5.00E+12,6,7808,0,1,,6
4.99789650229200E+12 Total,6,,,1,,6
5.00E+12,5,13818,2,1,,5
4.99817829481500E+12 Total,5,,,1,,5
5.00E+12,5,13817,2,1,,5
5.00E+12,5,13828,2,1,,5
4.99820527031500E+12 Total,10,,,2,,5
5.00E+12,6,20712,0,1,,6
4.99874792303400E+12 Total,6,,,1,,6
5.00E+12,6,8595,4,1,,6
4.99911957379800E+12 Total,6,,,1,,6
5.00E+12,6,11402,0,1,,6
4.99996504406300E+12 Total,6,,,1,,6
5.00E+12,6,8589,2,1,,6
5.00021958972600E+12 Total,6,,,1,,6
5.00E+12,6,8592,2,1,,6
5.00029447993200E+12 Total,6,,,1,,6
5.00E+12,6,8597,2,1,,6
5.00086830522000E+12 Total,6,,,1,,6
5.00E+12,5,13829,2,1,,5
5.00320811689500E+12 Total,5,,,1,,5
5.01E+12,5,13820,2,1,,5
5.00553639698000E+12 Total,5,,,1,,5
5.01E+12,7,4585,0,1,,7
5.00570561892100E+12 Total,7,,,1,,7
5.01E+12,6,20708,2,1,,6
5.00575915125000E+12 Total,6,,,1,,6
5.01E+12,6,722,0,1,,6
5.01E+12,6,776,0,1,,6
5.00579152869900E+12 Total,12,,,2,,6
5.01E+12,5,13826,2,1,,5
5.00600220828500E+12 Total,5,,,1,,5
5.01E+12,6,5345,2,1,,6
5.00670180572100E+12 Total,6,,,1,,6
5.01E+12,6,20709,2,1,,6
5.00681809314600E+12 Total,6,,,1,,6
5.01E+12,6,5341,2,1,,6
5.00748597528900E+12 Total,6,,,1,,6
5.01E+12,6,7807,2,1,,6
5.00826111389400E+12 Total,6,,,1,,6
5.01E+12,6,8583,4,1,,6
5.01E+12,6,8599,4,1,,6
5.00973200145000E+12 Total,12,,,2,,6
5.01E+12,6,805,2,1,,6
5.01036146574300E+12 Total,6,,,1,,6
5.01E+12,6,17575,0,1,,6
5.01077818009300E+12 Total,6,,,1,,6
5.01E+12,6,2975,0,1,,6
5.01105405645000E+12 Total,6,,,1,,6
5.01E+12,6,5336,2,1,,6
5.01E+12,6,5506,2,1,,6
5.01225398697300E+12 Total,12,,,2,,6
5.01E+12,6,775,2,1,,6
5.01258104766300E+12 Total,6,,,1,,6
5.01E+12,6,748,2,1,,6
5.01393980365500E+12 Total,6,,,1,,6
5.01E+12,5,13819,2,1,,5
5.01435830627000E+12 Total,5,,,1,,5
5.01E+12,6,17570,2,1,,6
5.01485869467700E+12 Total,6,,,1,,6
5.02E+12,6,19879,0,1,,6
5.01584292534600E+12 Total,6,,,1,,6
5.02E+12,6,5507,0,1,,6
5.01666686351100E+12 Total,6,,,1,,6
5.02E+12,6,19878,2,1,,6
5.01776531737800E+12 Total,6,,,1,,6
5.02E+12,6,8586,2,1,,6
5.02E+12,6,8596,2,1,,6
5.01791165467200E+12 Total,12,,,2,,6
5.02E+12,6,8591,2,1,,6
5.01848547996000E+12 Total,6,,,1,,6
5.02E+12,7,12350,0,1,,7
5.01869436453000E+12 Total,7,,,1,,7
5.02E+12,7,16027,0,1,,7
5.01872157345000E+12 Total,7,,,1,,7
5.02E+12,6,17565,2,1,,6
5.01925306869100E+12 Total,6,,,1,,6
5.02E+12,6,2132,2,1,,6
5.02004354572000E+12 Total,6,,,1,,6
5.02E+12,6,8588,2,1,,6
5.02E+12,6,8594,2,1,,6
5.02278079003200E+12 Total,12,,,2,,6
5.02E+12,6,20711,2,1,,6
5.02339308487200E+12 Total,6,,,1,,6
5.03E+12,6,5346,2,1,,6
5.02574731685700E+12 Total,6,,,1,,6
5.03E+12,6,15247,0,1,,6
5.02647255405400E+12 Total,6,,,1,,6
5.03E+12,6,19877,2,1,,6
5.02670588916600E+12 Total,6,,,1,,6
5.03E+12,6,5337,2,1,,6
5.02880130035700E+12 Total,6,,,1,,6
5.03E+12,6,806,0,1,,6
5.02908408588300E+12 Total,6,,,1,,6
5.03E+12,6,9280,4,1,,6
5.03117429481700E+12 Total,6,,,1,,6
5.03E+12,5,16807,0,1,,5
5.03117660519200E+12 Total,5,,,1,,5
5.03E+12,6,20707,2,1,,6
5.03260368162600E+12 Total,6,,,1,,6
5.03E+12,6,2133,2,1,,6
5.03327919590800E+12 Total,6,,,1,,6
5.03E+12,6,721,2,1,,6
5.03E+12,6,802,2,1,,6
5.03388036462300E+12 Total,12,,,2,,6
5.04E+12,6,6985,0,1,,6
5.03768409155300E+12 Total,6,,,1,,6
5.04E+12,6,804,2,1,,6
5.03781311624700E+12 Total,6,,,1,,6
5.04E+12,6,8593,2,1,,6
5.03947277842800E+12 Total,6,,,1,,6
5.04E+12,6,9281,0,1,,6
5.03970961356100E+12 Total,6,,,1,,6
5.04E+12,6,1435,0,1,,6
5.04232250026700E+12 Total,6,,,1,,6
5.04E+12,6,8601,0,1,,6
5.04261570595200E+12 Total,6,,,1,,6
5.05E+12,5,13116,2,1,,5
5.04531992849500E+12 Total,5,,,1,,5
5.05E+12,6,10750,0,1,,6
5.04619887976800E+12 Total,6,,,1,,6
5.05E+12,5,13118,4,1,,5
