Raiders,11,Mexico
Patriots,11,Mexico
Ravens,3,London
Jaguars,3,London
Saints,4,London
Dolphins,4,London
Vikings,7,London
Browns,7,London
Cardinals,8,London
Rams,8,London
Patriots,1,HomeTeam
Cowboys,12,HomeTeam
Lions,12,HomeTeam
All,17,Division
