GiantsJetsStadium,1,1
GiantsJetsStadium,2,1
GiantsJetsStadium,3,1
GiantsJetsStadium,4,1
GiantsJetsStadium,5,1
GiantsJetsStadium,6,1
GiantsJetsStadium,7,1
GiantsJetsStadium,8,1
GiantsJetsStadium,9,1
GiantsJetsStadium,10,1
GiantsJetsStadium,11,1
GiantsJetsStadium,12,1
GiantsJetsStadium,13,1
GiantsJetsStadium,14,1
GiantsJetsStadium,15,1
GiantsJetsStadium,16,1
GiantsJetsStadium,17,1
Bye,5,6
Bye,6,6
Bye,7,6
Bye,8,6
